Réseau Social,Class,Commentaire client,Commentaire modérateur,Date,category,urgent
Facebook,Espace Client + My Idoom,قد ما حاولت نسجل في التطبيق ماحبش يقبل,إسم المستخدم في التطبيق هو رقم الهاتف الثابت أو رقم شرحت الجيل الرابع، وكلمة السر هي نفسها كلمة سر فضاء الزبون، بمعناه يجب أن يكون لديكم حساب في فضاء الزبون للإستفادة من الخدمة.,44976.8921875,negative,1
Facebook,Espace Client + My Idoom,تطبيق رديء و ثقيل ، وواجهة تشبه لواجهة تطبيق موبيليس ، وين راه مطور التطبيق قولولي برك شكونو والله مانضربو ,"masqué ",44976.89438657407,negative,0
Facebook,Espace Client + My Idoom,تطبيق رديئ مثل مطوره,"masqué ",44976.89898148148,negative,0
Facebook,Espace Client + My Idoom,تطبيق بيه اخطاء كثيرة مثلا عند الدفع الالكتروني يق لك لم يتم اضافة رقم هاتفكم بالبطاقة الذهبية,نعلمكم أن جميع اقتراحاتكم وارائكم مأخوذة بعين الاعتبار، اتصالات الجزائر تسعى دائما على تطوير مختلف خدماتها لترقى لتطلعاتكم.,44976.90607638889,negative,1
Facebook,Espace Client + My Idoom,بصح كي دير رجوع يغلق التطبيق,نعلمكم أن جميع اقتراحاتكم وارائكم مأخوذة بعين الاعتبار، اتصالات الجزائر تسعى دائما على تطوير مختلف خدماتها لترقى لتطلعاتكم.,44976.90653935185,negative,0
Facebook,Espace Client + My Idoom,نحتاج في التطبيق خدمة التوقيف المؤقت للأنترنت ! و تفعيلها من جديد .,نعلمكم أن جميع اقتراحاتكم وارائكم مأخوذة بعين الاعتبار، اتصالات الجزائر تسعى دائما على تطوير مختلف خدماتها لترقى لتطلعاتكم.,44976.90692129629,suggestion,0
Facebook,Espace Client + My Idoom,المفروض ان يفتح التطبيق اليا بالعربية اولا ثم يمكن للزبون ان يغير اللغةان اراد و ليس فتحه بلغة المرحاض الاوربي ...متى تعرفون ان لغة المرحاض الاوربي لا قيمة لها في أي مكان في العالم,"masqué ",44976.90767361111,negative,0
Facebook,Espace Client + My Idoom,تطبيق رائع,نحن في خدمتكم و شكرا على وفائكم ❤,44976.90833333333,positive,0
Facebook,Espace Client + My Idoom,تطبيق رائع و سهل,نحن في خدمتكم و شكرا على وفائكم 朗,44976.91065972222,positive,0
Facebook,Espace Client + My Idoom,Algérie Télécom - إتصالات الجزائر espace client عندو مدة مايخدمش تقدرو تفهموني علاه,"مرحبا Nou RI Ben Safi ،
الرجاء منكم مراسلتنا عبر الخاص ، لطرح انشغالكم .
شهندة 殺.",44961.36804310185,negative,1
Facebook,Espace Client + My Idoom,Réparer votre service d'augmentation de débit sur l'espace client. Nban je fais une demande pour du nucléaire. 3 fois l'annulation de la demande sans explications !,"Veuillez nous fournir plus de renseignements sur votre préoccupation en nous envoyant un message en privé,",44987.61060185185,negative,1
Facebook,Espace Client + My Idoom,لم استطع خلق حساب في espace client ماهو المشكل؟,الرجاء مشاركتنا تفاصيل انشغالكم على الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية,45002.98530092592,interrogative,0
Facebook,Espace Client + My Idoom,La fonction pour augmenter le débit à travers l'espace client n'existe plus et le 12 nous disent il faut passer à l'agence car ils n'ont pas l'accès ,"Veuillez nous fournir plus de renseignements sur votre préoccupation en nous envoyant un message en privé, merci.",45016.43811342592,negative,1
